Qdf,Scenario,Component,Attribute,ValueGroup,SubAttribute,Dimension,Option,DataType,Value
,,NPU,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,MEDIASRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,MEDIA,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,LPATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,LPATOM,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,IA,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,GT,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,DESRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,DE,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,ATSRAM,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,AT,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,QCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,NCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,IOCCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,CCLK,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,SAREST,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,VCCGT,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,VCCIA,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,VCCSA,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,ATPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-1111,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0000,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0001,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0100,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0110,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0111,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-1100,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-1000,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-1001,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-1101,,dimensions default comment
,,IAPCPS,IS_ENABLED,,,ENABLES,SA_LMPD-0101,,dimensions default comment
,,VNNAON,IS_ENABLED,,,ENABLES,ATP0,,dimensions default comment
,,VNNAON,IS_ENABLED,,,ENABLES,IAP0,,dimensions default comment
,,VNNAON,IS_ENABLED,,,ENABLES,IAP0OFF,,dimensions default comment
,,VNNAON,IS_ENABLED,,,ENABLES,P1,,dimensions default comment
,,VNNAON,IS_ENABLED,,,ENABLES,GTP0,,dimensions default comment
